Agents of S.H.I.E.L.D.,Hot Potato Soup,42,4,12,2017
Agents of S.H.I.E.L.D.,Who You Really Are,41,2,12,2015
Agents of S.H.I.E.L.D.,One of Us,44,2,13,2015
Agents of S.H.I.E.L.D.,Parting Shot,42,3,13,2016
Agents of S.H.I.E.L.D.,T.R.A.C.K.S.,40,1,13,2014
Agents of S.H.I.E.L.D.,T.A.H.I.T.I.,45,1,14,2014
Agents of S.H.I.E.L.D.,Love in the Time of Hydra,43,2,14,2015
Agents of S.H.I.E.L.D.,Watchdogs,42,3,14,2016
Agents of S.H.I.E.L.D.,The Man Behind the Shield,42,4,14,2017
Agents of S.H.I.E.L.D.,Yes Men,45,1,15,2014
Agents of S.H.I.E.L.D.,Spacetime,43,3,15,2016
Agents of S.H.I.E.L.D.,Self Control,43,4,15,2017
Agents of S.H.I.E.L.D.,One Door Closes,42,2,15,2015
Agents of S.H.I.E.L.D.,End of the Beginning,45,1,16,2014
Agents of S.H.I.E.L.D.,Afterlife,44,2,16,2015
Agents of S.H.I.E.L.D.,Paradise Lost,43,3,16,2016
Agents of S.H.I.E.L.D.,Melinda,43,2,17,2015
Agents of S.H.I.E.L.D.,The Team,43,3,17,2016
Agents of S.H.I.E.L.D.,"Turn, Turn, Turn",41,1,17,2014
Agents of S.H.I.E.L.D.,Providence,45,1,18,2014
Agents of S.H.I.E.L.D.,The Singularity,42,3,18,2016
Agents of S.H.I.E.L.D.,The Only Light in the Darkness,44,1,19,2014
Agents of S.H.I.E.L.D.,The Dirty Half Dozen,41,2,19,2015
Agents of S.H.I.E.L.D.,Failed Experiments,41,3,19,2016
Agents of S.H.I.E.L.D.,Nothing Personal,43,1,20,2014
Agents of S.H.I.E.L.D.,Scars,43,2,20,2015
Agents of S.H.I.E.L.D.,Emancipation,43,3,20,2016
Agents of S.H.I.E.L.D.,Ragtag,43,1,21,2014
Agents of S.H.I.E.L.D.,Absolution,43,3,21,2016
Agents of S.H.I.E.L.D.,Beginning of the End,43,1,22,2014
Agents of S.H.I.E.L.D.,Ascension,43,3,22,2016
Allegiance,Pilot,45,1,1,2015
Allegiance,Teamwork,43,1,2,2015
Allegiance,Surreptitious Entry,42,1,3,2015
Allegiance,Chasing Ghosts,42,1,4,2015
Allegiance,Tipping Point,43,1,5,2015
Allegiance,Liars and Thieves,41,1,6,2015
Allegiance,Stranger in a Strange Land,43,1,7,2015
Allegiance,The Arrival,43,1,8,2015
Allegiance,Clean Hands,43,1,9,2015
Allegiance,A Convenient Place to Die,44,1,10,2015
Allegiance,Blowback,42,1,11,2015
Allegiance,Those Who Help Themselves,42,1,12,2015
Allegiance,Family Crisis,42,1,13,2015
American Gothic,Arrangement in Grey and Black,40,1,1,2016
American Gothic,Jack-in-the-Pulpit,43,1,2,2016
American Gothic,Nighthawks,43,1,3,2016
American Gothic,Christina's World,41,1,4,2016
American Gothic,The Artist in His Museum,40,1,5,2016
American Gothic,The Chess Players,40,1,6,2016
American Gothic,The Gross Clinic,43,1,7,2016
American Gothic,Kindred Spirits,43,1,8,2016
American Gothic,The Oxbow,43,1,9,2016
American Gothic,The Veteran in a New Field,42,1,10,2016
American Gothic,Whistler's Mother,43,1,13,2016
American Horror Story,Checking In,62,5,1,2015
American Horror Story,Monsters Among Us,61,4,1,2014
American Horror Story,Welcome to Briarcliff,44,2,1,2012
American Horror Story,Chapter 1,42,6,1,2016
American Horror Story,Massacres and Matinees,53,4,2,2014
American Horror Story,Home Invasion,42,1,2,2011
American Horror Story,Tricks and Treats,42,2,2,2012
American Horror Story,Chapter 2,41,6,2,2016
American Horror Story,Mommy,56,5,3,2015
American Horror Story,Chapter 3,44,6,3,2016
American Horror Story,Murder House,41,1,3,2011
American Horror Story,Devil's Night,47,5,4,2015
American Horror Story,Chapter 4,41,6,4,2016
American Horror Story,Room Service,50,5,5,2015
American Horror Story,Pink Cupcakes,45,4,5,2014
American Horror Story,Room 33,54,5,6,2015
American Horror Story,Bullseye,48,4,6,2014
American Horror Story,Piggy Piggy,44,1,6,2011
American Horror Story,Chapter 6,43,6,6,2016
American Horror Story,The Origins of Monstrosity,40,2,6,2012
American Horror Story,Test of Strength,47,4,7,2014
American Horror Story,The Dead,46,3,7,2013
American Horror Story,Flicker,45,5,7,2015
American Horror Story,Dark Cousin,40,2,7,2012
American Horror Story,Chapter 7,40,6,7,2016
American Horror Story,The Ten Commandments Killer,48,5,8,2015
American Horror Story,Blood Bath,44,4,8,2014
American Horror Story,The Sacred Taking,43,3,8,2013
American Horror Story,Rubber Man,42,1,8,2011
American Horror Story,Chapter 8,41,6,8,2016
American Horror Story,She Wants Revenge,53,5,9,2015
American Horror Story,Tupperware Party Massacre,43,4,9,2014
American Horror Story,Head,41,3,9,2013
American Horror Story,Spooky Little Girl,40,1,9,2011
American Horror Story,Orphans,52,4,10,2014
American Horror Story,She Gets Revenge,52,5,10,2015
American Horror Story,Chapter 10,41,6,10,2016
American Horror Story,Magical Thinking,46,4,11,2015
American Horror Story,Battle Royale,46,5,11,2016
American Horror Story,Spilt Milk,44,2,11,2013
American Horror Story,Birth,40,1,11,2011
American Horror Story,Afterbirth,52,1,12,2011
American Horror Story,Be Our Guest,52,5,12,2016
American Horror Story,Show Stoppers,44,4,12,2015
American Horror Story,Continuum,43,2,12,2013
American Horror Story,Go to Hell,43,3,12,2014
American Horror Story,Curtain Call,51,4,13,2015
American Horror Story,The Seven Wonders,46,3,13,2014
American Odyssey,Gone Elvis,45,1,1,2015
American Odyssey,Oscar Mike,45,1,2,2015
American Odyssey,Drop King,45,1,3,2015
American Odyssey,Tango Uniform,45,1,4,2015
American Odyssey,Beat Feet,45,1,5,2015
American Odyssey,Wingman,45,1,6,2015
American Odyssey,Soup Sandwich,45,1,7,2015
American Odyssey,Kmag Yoyo,45,1,8,2015
American Odyssey,Figmo,45,1,9,2015
American Odyssey,Fubar Bundy,45,1,10,2015
American Odyssey,Gingerbread,45,1,11,2015
American Odyssey,Bug Out,45,1,12,2015
American Odyssey,Real World,45,1,13,2015
Angel,Deep Down,43,4,1,2002
Angel,Heartthrob,42,3,1,2001
Angel,That Vision Thing,42,3,2,2001
Angel,Ground State,42,4,2,2002
Angel,That Old Gang of Mine,43,3,3,2001
Angel,In the Dark,42,1,3,1999
Angel,First Impressions,41,2,3,2000
Angel,Untouched,44,2,4,2000
Angel,Carpe Noctem,42,3,4,2001
Angel,Dear Boy,44,2,5,2000
Angel,Rm w/a Vu,43,1,5,1999
Angel,Fredless,42,3,5,2001
Angel,Guise Will Be Guise,43,2,6,2000
Angel,Billy,43,3,6,2001
Angel,Spin the Bottle,42,4,6,2002
Angel,Darla,44,2,7,2000
Angel,Offspring,42,3,7,2001
Angel,I Will Remember You,43,1,8,1999
Angel,Quickening,41,3,8,2001
Angel,The Trial,42,2,9,2000
Angel,Lullaby,42,3,9,2001
Angel,Hero,41,1,9,1999
Angel,Dad,42,3,10,2001
Angel,Parting Gifts,41,1,10,1999
Angel,Reunion,41,2,10,2000
Angel,Redefinition,42,2,11,2001
Angel,Birthday,42,3,11,2002
Angel,Somnambulist,41,1,11,2000
Angel,Blood Money,42,2,12,2001
Angel,Provider,42,3,12,2002
Angel,Expecting,41,1,12,2000
Angel,She,43,1,13,2000
Angel,Waiting in the Wings,43,3,13,2002
Angel,Happy Anniversary,42,2,13,2001
Angel,I've Got You Under My Skin,42,1,14,2000
Angel,The Thin Dead Line,42,2,14,2001
Angel,Couplet,42,3,14,2002
Angel,Loyalty,42,3,15,2002
Angel,Sleep Tight,42,3,16,2002
Angel,The Ring,41,1,16,2000
Angel,Disharmony,43,2,17,2001
Angel,Forgiving,43,3,17,2002
Angel,Eternity,42,1,17,2000
Angel,Dead End,43,2,18,2001
Angel,Double or Nothing,43,3,18,2002
Angel,Five by Five,41,1,18,2000
Angel,The Price,42,3,19,2002
Angel,Sanctuary,41,1,19,2000
Angel,Belonging,41,2,19,2001
Angel,A New World,43,3,20,2002
Angel,War Zone,40,1,20,2000
Angel,Blind Date,42,1,21,2000
Angel,Benediction,42,3,21,2002
Angel,Tomorrow,43,3,22,2002
Aquarius,Everybody's Been Burned,43,1,1,2015
Aquarius,The Hunter Gets Captured by the Game,43,1,2,2015
Aquarius,Never Say Never to Always,43,1,3,2015
Aquarius,Home Is Where You're Happy,43,1,4,2015
Aquarius,Revolution 1,43,2,4,2016
Aquarius,A Change Is Gonna Come,43,1,5,2015
Aquarius,Everybody's Got Something to Hide Except Me and My Monkey,43,2,5,2016
Aquarius,A Whiter Shade of Pale,43,1,6,2015
Aquarius,Revolution 9,43,2,6,2016
Aquarius,Cease to Resist,43,1,7,2015
Aquarius,Piggies,42,2,7,2016
Aquarius,Sick City,43,1,8,2015
Aquarius,While My Guitar Gently Weeps,43,2,8,2016
Aquarius,Sexy Sadie,43,2,9,2016
Aquarius,Blackbird,43,2,10,2016
Aquarius,Your Mother Should Know,43,1,11,2015
Aquarius,Mother Nature's Son,43,2,12,2016
Aquarius,Old Ego Is a Too Much Thing,43,1,13,2015
Aquarius,I Will,43,2,13,2016
Arrow,Pilot,45,1,1,2012
Arrow,The Calm,42,3,1,2014
Arrow,Green Arrow,42,4,1,2015
Arrow,Legacy,42,5,1,2016
Arrow,Honor Thy Father,45,1,2,2012
Arrow,Identity,45,2,2,2013
Arrow,The Candidate,43,4,2,2015
Arrow,Sara,42,3,2,2014
Arrow,The Recruits,42,5,2,2016
Arrow,Lone Gunmen,45,1,3,2012
Arrow,Broken Dolls,45,2,3,2013
Arrow,Restoration,43,4,3,2015
Arrow,Corto Maltese,42,3,3,2014
Arrow,A Matter of Trust,42,5,3,2016
Arrow,An Innocent Man,45,1,4,2012
Arrow,Crucible,45,2,4,2013
Arrow,The Magician,42,3,4,2014
Arrow,Beyond Redemption,42,4,4,2015
Arrow,Penance,42,5,4,2016
Arrow,Damaged,45,1,5,2012
Arrow,League of Assassins,45,2,5,2013
Arrow,The Secret Origin of Felicity Smoak,42,3,5,2014
Arrow,Haunted,42,4,5,2015
Arrow,Human Target,42,5,5,2016
Arrow,Legacies,45,1,6,2012
Arrow,Keep Your Enemies Closer,45,2,6,2013
Arrow,Guilty,42,3,6,2014
Arrow,Lost Souls,42,4,6,2015
Arrow,Muse of Fire,45,1,7,2012
Arrow,State v. Queen,45,2,7,2013
Arrow,Draw Back Your Bow,42,3,7,2014
Arrow,Brotherhood,42,4,7,2015
Arrow,Vigilante,42,5,7,2016
Arrow,The Scientist,45,2,8,2013
Arrow,Legends of Yesterday,44,4,8,2015
Arrow,Vendetta,42,1,8,2012
Arrow,The Brave and the Bold,42,3,8,2014
Arrow,Invasion!,42,5,8,2016
Arrow,Year's End,45,1,9,2012
Arrow,Three Ghosts,45,2,9,2013
Arrow,The Climb,42,3,9,2014
Arrow,Dark Waters,42,4,9,2015
Arrow,What We Leave Behind,42,5,9,2016
Arrow,Burned,45,1,10,2013
Arrow,Blast Radius,45,2,10,2014
Arrow,Left Behind,42,3,10,2015
Arrow,Blood Debts,42,4,10,2016
Arrow,Who Are You?,42,5,10,2017
Arrow,Trust But Verify,45,1,11,2013
Arrow,Blind Spot,45,2,11,2014
Arrow,Midnight City,42,3,11,2015
Arrow,A.W.O.L.,42,4,11,2016
Arrow,Second Chances,42,5,11,2017
Arrow,Vertigo,45,1,12,2013
Arrow,Tremors,45,2,12,2014
Arrow,Uprising,42,3,12,2015
Arrow,Unchained,42,4,12,2016
Arrow,Bratva,42,5,12,2017
Arrow,Betrayal,45,1,13,2013
Arrow,Heir to the Demon,45,2,13,2014
Arrow,Canaries,42,3,13,2015
Arrow,Sins of the Father,42,4,13,2016
Arrow,Spectre of the Gun,41,5,13,2017
Arrow,The Odyssey,45,1,14,2013
Arrow,Time of Death,45,2,14,2014
Arrow,The Return,43,3,14,2015
Arrow,Code of Silence,42,4,14,2016
Arrow,The Sin-Eater,42,5,14,2017
Arrow,Dodger,45,1,15,2013
Arrow,The Promise,45,2,15,2014
Arrow,Nanda Parbat,42,3,15,2015
Arrow,Taken,42,4,15,2016
Arrow,Suicide Squad,45,2,16,2014
Arrow,Dead to Rights,42,1,16,2013
Arrow,The Offer,42,3,16,2015
Arrow,Broken Hearts,42,4,16,2016
Arrow,Birds of Prey,45,2,17,2014
Arrow,The Huntress Returns,43,1,17,2013
Arrow,Suicidal Tendencies,42,3,17,2015
Arrow,Beacon of Hope,42,4,17,2016
Arrow,Salvation,43,1,18,2013
Arrow,Deathstroke,42,2,18,2014
Arrow,Public Enemy,42,3,18,2015
Arrow,Eleven-Fifty-Nine,42,4,18,2016
Arrow,Unfinished Business,43,1,19,2013
Arrow,The Man Under the Hood,42,2,19,2014
Arrow,Broken Arrow,42,3,19,2015
Arrow,Canary Cry,41,4,19,2016
Arrow,Home Invasion,43,1,20,2013
Arrow,Seeing Red,42,2,20,2014
Arrow,The Fallen,42,3,20,2015
Arrow,Genesis,42,4,20,2016
Arrow,The Undertaking,42,1,21,2013
Arrow,City of Blood,42,2,21,2014
Arrow,Monument Point,42,4,21,2016
Arrow,Al Sah-Him,41,3,21,2015
Arrow,Darkness on the Edge of Town,42,1,22,2013
Arrow,Streets of Fire,42,2,22,2014
Arrow,Lost in the Flood,42,4,22,2016
Arrow,Unthinkable,45,2,23,2014
Arrow,My Name Is Oliver Queen,44,3,23,2015
Arrow,Sacrifice,42,1,23,2013
Arrow,Schism,42,4,23,2016
Backstrom,Dragon Slayer,45,1,1,2015
Backstrom,Bella,45,1,2,2015
Backstrom,Takes One to Know One,47,1,3,2015
Backstrom,I Am a Bird Now,44,1,4,2015
Backstrom,Bogeyman,44,1,5,2015
Backstrom,"Ancient, Chinese, Secret",46,1,6,2015
Backstrom,Enemy of My Enemies,46,1,7,2015
Backstrom,Give 'Til It Hurts,46,1,8,2015
Backstrom,Inescapable Truth,46,1,9,2015
Backstrom,Love Is a Rose and You Better Not Pick It,46,1,10,2015
Backstrom,I Like to Watch,46,1,11,2015
Backstrom,Corkscrewed,46,1,12,2015
Backstrom,Rock Bottom,47,1,13,2015
Banshee,Pilot,60,1,1,2013
Banshee,Something Out of the Bible,57,4,1,2016
Banshee,Little Fish,50,2,1,2014
Banshee,The Fire Trials,50,3,1,2015
Banshee,The Thunder Man,58,2,2,2014
Banshee,The Rave,52,1,2,2013
Banshee,Snakes and Whatnot,46,3,2,2015
Banshee,The Burden of Beauty,46,4,2,2016
Banshee,A Fixer of Sorts,58,3,3,2015
Banshee,The Warrior Class,52,2,3,2014
Banshee,Meet the New Boss,49,1,3,2013
Banshee,Half Deaf Is Better Than All Dead,57,1,4,2013
Banshee,Bloodlines,54,2,4,2014
Banshee,Real Life Is the Nightmare,51,3,4,2015
Banshee,Innocent Might Be a Bit of a Stretch,49,4,4,2016
Banshee,Tribal,52,3,5,2015
Banshee,A Little Late to Grow a Pair,52,4,5,2016
Banshee,The Kindred,51,1,5,2013
Banshee,The Truth About Unicorns,46,2,5,2014
Banshee,Wicks,53,1,6,2013
Banshee,We Were All Someone Else Yesterday,49,3,6,2015
Banshee,Only One Way a Dogfight Ends,48,4,6,2016
Banshee,Armies of One,46,2,6,2014
Banshee,Truths Other Than the Ones You Tell Yourself,48,4,7,2016
Banshee,Ways to Bury a Man,47,2,7,2014
Banshee,Behold a Pale Rider,44,1,7,2013
Banshee,Requiem,59,4,8,2016
Banshee,We Shall Live Forever,49,1,8,2013
Banshee,All the Wisdom I Got Left,47,3,8,2015
Banshee,Homecoming,49,2,9,2014
Banshee,Bullets and Tears,60,2,10,2014
Banshee,A Mixture of Madness,57,1,10,2013
Banshee,We All Pay Eventually,56,3,10,2015
Bates Motel,Gone But Not Forgotten,44,2,1,2014
Bates Motel,"First You Dream, Then You Die",43,1,1,2013
Bates Motel,A Death in the Family,43,3,1,2015
Bates Motel,Dark Paradise,43,5,1,2017
Bates Motel,A Danger to Himself and Others,42,4,1,2016
Bates Motel,Shadow of a Doubt,43,2,2,2014
Bates Motel,The Arcanum Club,43,3,2,2015
Bates Motel,"Nice Town You Picked, Norma...",42,1,2,2013
Bates Motel,"Goodnight, Mother",42,4,2,2016
Bates Motel,Caleb,42,2,3,2014
Bates Motel,Persuasion,42,3,3,2015
Bates Motel,Til Death Do You Part,42,4,3,2016
Bates Motel,Trust Me,42,1,4,2013
Bates Motel,Check-Out,42,2,4,2014
Bates Motel,Unbreak-Able,42,3,4,2015
Bates Motel,Lights of Winter,42,4,4,2016
Bates Motel,Refraction,44,4,5,2016
Bates Motel,The Escape Artist,43,2,5,2014
Bates Motel,The Deal,43,3,5,2015
Bates Motel,Ocean View,41,1,5,2013
Bates Motel,Norma Louise,43,3,6,2015
Bates Motel,Plunge,42,2,6,2014
Bates Motel,The Vault,42,4,6,2016
Bates Motel,The Truth,41,1,6,2013
Bates Motel,The Man in Number 9,42,1,7,2013
Bates Motel,Presumed Innocent,42,2,7,2014
Bates Motel,The Last Supper,42,3,7,2015
Bates Motel,There's No Place Like Home,42,4,7,2016
Bates Motel,Meltdown,43,2,8,2014
Bates Motel,Unfaithful,43,4,8,2016
Bates Motel,The Pit,42,3,8,2015
Bates Motel,A Boy and His Dog,41,1,8,2013
Bates Motel,Forever,47,4,9,2016
Bates Motel,Underwater,42,1,9,2013
Bates Motel,The Box,42,2,9,2014
Bates Motel,Crazy,41,3,9,2015
Bates Motel,Norman,47,4,10,2016
Bates Motel,Unconscious,44,3,10,2015
Bates Motel,Midnight,42,1,10,2013
Bates Motel,The Immutable Truth,42,2,10,2014
Battle Creek,The Battle Creek Way,42,1,1,2015
Battle Creek,Syruptitious,60,1,2,2015
Battle Creek,Man's Best Friend,60,1,3,2015
Battle Creek,Heirlooms,60,1,4,2015
Battle Creek,Old Flames,60,1,5,2015
Battle Creek,Cereal Killer,60,1,6,2015
Battle Creek,Mama's Boy,60,1,7,2015
Battle Creek,Old Wounds,60,1,8,2015
Battle Creek,Gingerbread Man,60,1,9,2015
Battle Creek,Stockholm,60,1,10,2015
Battle Creek,The Hand-Off,60,1,11,2015
Battle Creek,Homecoming,60,1,12,2015
Battle Creek,Sympathy for the Devil,60,1,13,2015
Better Call Saul,Uno,53,1,1,2015
Better Call Saul,Switch,46,2,1,2016
Better Call Saul,Mijo,47,1,2,2015
Better Call Saul,Cobbler,47,2,2,2016
Better Call Saul,Nacho,47,1,3,2015
Better Call Saul,Amarillo,42,2,3,2016
Better Call Saul,Hero,46,1,4,2015
Better Call Saul,Gloves Off,43,2,4,2016
Better Call Saul,Rebecca,45,2,5,2016
Better Call Saul,Alpine Shepherd Boy,44,1,5,2015
Better Call Saul,Bali Ha'i,46,2,6,2016
Better Call Saul,Five-O,42,1,6,2015
Better Call Saul,Bingo,48,1,7,2015
Better Call Saul,Inflatable,42,2,7,2016
Better Call Saul,Fifi,48,2,8,2016
Better Call Saul,Nailed,49,2,9,2016
Better Call Saul,Pimento,47,1,9,2015
Better Call Saul,Marco,49,1,10,2015
Better Call Saul,Klick,48,2,10,2016
Beyond,Pilot,43,1,1,2016
Beyond,Tempus Fugit,42,1,2,2017
Beyond,Ties That Bind,42,1,3,2017
Beyond,The Man in the Yellow Jacket,42,1,4,2017
Beyond,Fancy Meeting You Here,42,1,5,2017
Beyond,Celeste,41,1,6,2017
Beyond,The Hour of the Wolf,42,1,7,2017
Beyond,Last Action Hero,41,1,8,2017
Beyond,Out of Darkness,42,1,9,2017
Beyond,Into the Light,42,1,10,2017
Billions,Pilot,59,1,1,2016
Billions,Risk Management,56,2,1,2017
Billions,Dead Cat Bounce,57,2,2,2017
Billions,Naming Rights,54,1,2,2016
Billions,YumTime,56,1,3,2016
Billions,Short Squeeze,56,1,4,2016
Billions,The Good Life,59,1,5,2016
Billions,The Deal,59,1,6,2016
Billions,The Punch,57,1,7,2016
Billions,Boasts and Rails,56,1,8,2016
Billions,Quality of Life,57,1,10,2016
Billions,Magical Thinking,57,1,11,2016
Billions,The Conversation,56,1,12,2016
Bitten,Bad Blood,45,2,1,2015
Bitten,Summons,44,1,1,2014
Bitten,"Family, of Sorts",44,3,1,2016
Bitten,Prodigal,45,1,2,2014
Bitten,Scare Tactics,45,2,2,2015
Bitten,Our Own Blood,45,3,2,2016
Bitten,Trespass,45,1,3,2014
Bitten,Hell's Teeth,45,2,3,2015
Bitten,Right Behind You,45,3,3,2016
Bitten,Dead Meat,46,2,4,2015
Bitten,Grief,44,1,4,2014
Bitten,A Quiet Dog,43,3,4,2016
Bitten,Bitten,45,1,5,2014
Bitten,Rabbit Hole,45,2,5,2015
Bitten,Of Sonders Weight,44,3,5,2016
Bitten,Committed,45,1,6,2014
Bitten,Nine Circles,43,2,6,2015
Bitten,Rule of Anger,43,3,6,2016
Bitten,Bad Dreams,45,2,7,2015
Bitten,Stalking,44,1,7,2014
Bitten,On the Brink,43,3,7,2016
Bitten,Prisoner,46,1,8,2014
Bitten,Dark Arts,44,2,8,2015
Bitten,Tili Tili Bom,43,3,8,2016
Bitten,Scavenger's Daughter,46,2,9,2015
Bitten,Vengeance,44,1,9,2014
Bitten,Shock the System,44,3,9,2016
Bitten,Descent,44,1,10,2014
Bitten,Fine Temporum,44,2,10,2015
Bitten,"Truth, Changes, Everything",43,3,10,2016
Bitten,Settling,44,1,11,2014
Bitten,Caged,45,1,12,2014
Bitten,Ready,45,1,13,2014
Black Sails,I.,65,1,1,2014
Black Sails,XIX.,59,3,1,2016
Black Sails,XXIX.,59,4,1,2017
Black Sails,IX.,56,2,1,2015
Black Sails,X.,58,2,2,2015
Black Sails,XXX.,57,4,2,2017
Black Sails,XX.,55,3,2,2016
Black Sails,II.,51,1,2,2014
Black Sails,XXI.,59,3,3,2016
Black Sails,XXXI.,58,4,3,2017
Black Sails,III.,57,1,3,2014
Black Sails,XI.,55,2,3,2015
Black Sails,XXXII.,59,4,4,2017
Black Sails,IV.,58,1,4,2014
Black Sails,XII.,56,2,4,2015
Black Sails,XXII.,53,3,4,2016
Black Sails,V.,55,1,5,2014
Black Sails,XIII.,55,2,5,2015
Black Sails,XXIII.,54,3,5,2016
Black Sails,XIV.,57,2,6,2015
Black Sails,VI.,55,1,6,2014
Black Sails,XXIV.,52,3,6,2016
